address,type,error_name
M152,Bool,Lỗi servo trục Z tua vít điện bắt vít (Screw Screwdriver Z-axis Servo Error) - 螺丝电批Z轴伺服报错
M153,Bool,Báo động trục Z tua vít điện bắt vít chưa về gốc (Screw Screwdriver Z-axis Not Homed Alarm) - 螺丝电批Z轴未归零报警
M155,Bool,Báo động driver trục Z áp lực (Pressure Z-axis Driver Alarm) - 压力Z轴驱动器报警
M156,Bool,Báo động nới lỏng trục Z áp lực (Pressure Z-axis Release Alarm) - 压力Z轴放松报警
M157,Bool,Lỗi servo trục Z áp lực (Pressure Z-axis Servo Error) - 压力Z轴伺服报错
M158,Bool,Báo động trục Z áp lực chưa về gốc (Pressure Z-axis Not Homed Alarm) - 压力Z轴未归零报警
M160,Bool,Báo động driver trục Y bắt trụ (Stud Y-axis Driver Alarm) - 螺柱Y轴驱动器报警
M161,Bool,Báo động nới lỏng trục Y bắt trụ (Stud Y-axis Release Alarm) - 螺柱Y轴放松报警
M162,Bool,Lỗi servo trục Y bắt trụ (Stud Y-axis Servo Error) - 螺柱Y轴伺服报错
M163,Bool,Báo động trục Y bắt trụ chưa về gốc (Stud Y-axis Not Homed Alarm) - 螺柱Y轴未归零报警
M165,Bool,Báo động driver trục Y bắt vít (Screw Y-axis Driver Alarm) - 螺丝Y轴驱动器报警
M166,Bool,Báo động nới lỏng trục Y bắt vít (Screw Y-axis Release Alarm) - 螺丝Y轴放松报警
M167,Bool,Lỗi servo trục Y bắt vít (Screw Y-axis Servo Error) - 螺丝Y轴伺服报错
M168,Bool,Báo động trục Y bắt vít chưa về gốc (Screw Y-axis Not Homed Alarm) - 螺丝Y轴未归零报警
M170,Bool,Báo động driver trục X (X-axis Driver Alarm) - X轴驱动器报警
M171,Bool,Báo động nới lỏng trục X (X-axis Release Alarm) - X轴放松报警
M172,Bool,Lỗi servo trục X (X-axis Servo Error) - X轴伺服报错
M173,Bool,Báo động trục X chưa về gốc (X-axis Not Homed Alarm) - X轴未归零报警
M180,Bool,Báo động vượt giới hạn bù trục X Gantry (Gantry X-axis Compensation Limit Alarm) - 龙门X轴补偿超限
M181,Bool,Báo động vượt giới hạn bù trục Y bắt vít (Screw Y-axis Compensation Limit Alarm) - 螺丝Y轴补偿超限
M182,Bool,Báo động vượt giới hạn bù trục Y bắt trụ (Stud Y-axis Compensation Limit Alarm) - 螺柱Y轴补偿超限
M183,Bool,Bỏ qua chụp ảnh gợi ý lấy vít ra (Ignore Picture Prompt to Remove Screw) - 忽略拍照提示取走螺丝
M184,Bool,Bỏ qua chụp ảnh gợi ý lấy vít dài ra (Ignore Picture Prompt to Remove Long Stud) - 忽略拍照提示取走长螺柱
M185,Bool,Bỏ qua chụp ảnh gợi ý lấy vít ngắn ra (Ignore Picture Prompt to Remove Short Stud) - 忽略拍照提示取走短螺柱
M186,Bool,Báo động có sản phẩm bên trong máy khi khởi tạo (Initialization Alarm Product Inside Equipment) - 初始化设备内有产品报警
M187,Bool,Báo động trục Z không ở vị trí an toàn trục XY không thể di chuyển (Z-axis Not in Safe Position XY-axis Stationary) - Z轴不在安全位XY轴不可动
M195,Bool,Lỗi chụp ảnh camera gắp vít NG (Pick Screw Camera Vision NG) - 取螺丝相机拍照NG
M196,Bool,Lỗi chụp ảnh lắp ráp ốc vít NG (Screw Assembly Vision NG) - 组装螺丝拍照NG
M197,Bool,Lỗi chụp ảnh gắp vít dài NG (Pick Long Stud Vision NG) - 取长螺柱拍照NG
M198,Bool,Lỗi chụp ảnh gắp vít ngắn NG (Pick Short Stud Vision NG) - 取短螺柱拍照NG
M199,Bool,Lỗi chụp ảnh lắp ráp trụ ren NG (Stud Assembly Vision NG) - 组装螺柱拍照NG
