address,type,error_name
M120,Bool,Xi lanh chặn trái tầng trênvị trí gốc_báo động (Upper left stopper cylinderhome_alarm) - 上层左阻挡气缸原位_报警
M121,Bool,Xi lanh chặn trái tầng trênvị trí làm việc_báo động (Upper left stopper cylinderwork_alarm) - 上层左阻挡气缸出位_报警
M122,Bool,Xi lanh đẩy bên phía trước tầng trênvị trí gốc_báo động (Upper front side pusher cylinderhome_alarm) - 上层前侧推气缸原位_报警
M123,Bool,Xi lanh đẩy bên phía trước tầng trênvị trí làm việc_báo động (Upper front side pusher cylinderwork_alarm) - 上层前侧推气缸出位_报警
M124,Bool,Xi lanh chặn phải tầng trênvị trí gốc_báo động (Upper right stopper cylinderhome_alarm) - 上层右阻挡气缸原位_报警
M125,Bool,Xi lanh chặn phải tầng trênvị trí làm việc_báo động (Upper right stopper cylinderwork_alarm) - 上层右阻挡气缸出位_报警
M126,Bool,Xi lanh đẩy bên phía sau tầng trênvị trí gốc_báo động (Upper rear side pusher cylinderhome_alarm) - 上层后侧推气缸原位_报警
M127,Bool,Xi lanh đẩy bên phía sau tầng trênvị trí làm việc_báo động (Upper rear side pusher cylinderwork_alarm) - 上层后侧推气缸出位_报警
M130,Bool,Xi lanh lắp ráp Robot trướcvị trí gốc_báo động（靠屏） (Front robot assembly cylinderhome_alarm（靠屏）) - 前机器人组装气缸原位_报警（靠屏）
M131,Bool,Xi lanh lắp ráp Robot trướcvị trí làm việc_báo động（靠屏） (Front robot assembly cylinderwork_alarm（靠屏）) - 前机器人组装气缸出位_报警（靠屏）
M132,Bool,Xi lanh lắp ráp Robot sauvị trí gốc_báo động (Rear robot assembly cylinderhome_alarm) - 后机器人组装气缸原位_报警
M133,Bool,Xi lanh lắp ráp Robot sauvị trí làm việc_báo động (Rear robot assembly cylinderwork_alarm) - 后机器人组装气缸出位_报警
M138,Bool,Cửa an toànbáo động (Safety gatealarm) - 门禁报警
M139,Bool,Dừng khẩn cấpbáo động (E-stopalarm) - 急停报警
M160,Bool,Robot trướcdừng khẩn cấp (Front robotE-stop) - 前机器人急停
M161,Bool,Robot trước系统sự cố (Front robot系统fault) - 前机器人系统故障
M162,Bool,Robot trướckhi đang chạychuyển tay gạt sang thủ công (Front robotduring runninghandle switch to manual) - 前机器人运行时手柄切手动
M165,Bool,Robot saudừng khẩn cấp (Rear robotE-stop) - 后机器人急停
M166,Bool,Robot sau系统sự cố (Rear robot系统fault) - 后机器人系统故障
M167,Bool,Robot saukhi đang chạychuyển tay gạt sang thủ công (Rear robotduring runninghandle switch to manual) - 后机器人运行时手柄切手动
M181,Bool,扫码超时báo động (扫码超时alarm) - 扫码超时报警
M190,Bool,前BOT对比视觉sai lệch quá lớn (前BOT对比视觉deviation too large) - 前BOT对比视觉偏差过大
M191,Bool,后BOT对比视觉sai lệch quá lớn (后BOT对比视觉deviation too large) - 后BOT对比视觉偏差过大
M195,Bool,Lắp ráp ốc vít phẳng trướcchụp ảnh lỗi (NG) (Front flat assembly screwvision NG) - 前平面组装螺丝拍照NG
M196,Bool,Lắp ráp ốc vít bên trướcchụp ảnh lỗi (NG) (Front side assembly screwvision NG) - 前侧面组装螺丝拍照NG
M197,Bool,Lắp ráp ốc vít phẳng sauchụp ảnh lỗi (NG) (Rear flat assembly screwvision NG) - 后平面组装螺丝拍照NG
M198,Bool,Lắp ráp ốc vít bên sauchụp ảnh lỗi (NG) (Rear side assembly screwvision NG) - 后侧面组装螺丝拍照NG
