address,type,error_name
M162,Bool,Trục Y cameralỗi servo (Camera Y-axisservo error) - 相机Y轴伺服报错
M163,Bool,Trục Y camerachưa về vị trí gốcbáo động (Camera Y-axisnot homedalarm) - 相机Y轴未归零报警
M165,Bool,Trục Y bắt vítbáo động bộ điều khiển (driver) (Screw Y-axisdriver alarm) - 螺丝Y轴驱动器报警
M166,Bool,Trục Y bắt vítbáo động nới lỏng (thả lỏng) (Screw Y-axisrelease alarm) - 螺丝Y轴放松报警
M167,Bool,Trục Y bắt vítlỗi servo (Screw Y-axisservo error) - 螺丝Y轴伺服报错
M168,Bool,Trục Y bắt vítchưa về vị trí gốcbáo động (Screw Y-axisnot homedalarm) - 螺丝Y轴未归零报警
M170,Bool,X轴báo động bộ điều khiển (driver) (X轴driver alarm) - X轴驱动器报警
M171,Bool,X轴báo động nới lỏng (thả lỏng) (X轴release alarm) - X轴放松报警
M172,Bool,X轴lỗi servo (X轴servo error) - X轴伺服报错
M173,Bool,X轴chưa về vị trí gốcbáo động (X轴not homedalarm) - X轴未归零报警
M175,Bool,压力Z轴báo động bộ điều khiển (driver) (压力Z轴driver alarm) - 压力Z轴驱动器报警
M176,Bool,压力Z轴báo động nới lỏng (thả lỏng) (压力Z轴release alarm) - 压力Z轴放松报警
M177,Bool,压力Z轴lỗi servo (压力Z轴servo error) - 压力Z轴伺服报错
M178,Bool,压力Z轴chưa về vị trí gốcbáo động (压力Z轴not homedalarm) - 压力Z轴未归零报警
M180,Bool,Trục X cổng trục (Gantry)vượt giới hạn bù (Gantry X-axiscompensation limit exceeded) - 龙门X轴补偿超限
M182,Bool,Lắp ráp ốc vítYvượt giới hạn bù (Screw assemblyYcompensation limit exceeded) - 组装螺丝Y补偿超限
M183,Bool,Lắp ráp gioăng cao suYvượt giới hạn bù (Rubber ring assemblyYcompensation limit exceeded) - 组装胶圈Y补偿超限
M187,Bool,Z轴未在安全位XY轴不可动 (Z轴未在安全位XY轴不可动) - Z轴未在安全位XY轴不可动
M190,Bool,扫码NG (扫码NG) - 扫码NG
M193,Bool,Phát hiện lệch gioăng cao subáo động (Rubber ring offset detectionalarm) - 胶圈偏位检测报警
M194,Bool,Lắp ráp gioăng cao suchụp ảnh lỗi (NG) (Rubber ring assemblyvision NG) - 组装胶圈拍照NG
M195,Bool,取胶圈chụp ảnh lỗi (NG) (取胶圈vision NG) - 取胶圈拍照NG
M196,Bool,Lắp ráp vít lò xochụp ảnh lỗi (NG) (Spring screw assemblyvision NG) - 组装弹簧螺丝拍照NG
M197,Bool,取螺丝相机chụp ảnh lỗi (NG) (取螺丝相机vision NG) - 取螺丝相机拍照NG
M199,Bool,Lắp ráp ốc vítchụp ảnh lỗi (NG) (Screw assemblyvision NG) - 组装螺丝拍照NG
